feature,importance
RDkitFP-RDKit::bit1876,0.00082122907
RDkitFP-RDKit::bit507,0.0008207662
RDkitFP-RDKit::bit1032,0.00081970077
RDkitFP-RDKit::bit619,0.0008189656
RDkitFP-RDKit::bit1878,0.0008176171
RDkitFP-RDKit::bit765,0.0008164505
RDkitFP-RDKit::bit776,0.00081584835
RDkitFP-RDKit::bit624,0.0008145341
RDkitFP-RDKit::bit1426,0.00081217394
RDkitFP-RDKit::bit231,0.00081143016
RDkitFP-RDKit::bit756,0.00081001007
RDkitFP-RDKit::bit70,0.0008089048
RDkitFP-RDKit::bit1462,0.0008077177
RDkitFP-RDKit::bit2035,0.0008076774
RDkitFP-RDKit::bit155,0.0008070651
RDkitFP-RDKit::bit1973,0.0008070454
RDkitFP-RDKit::bit405,0.0008065478
RDkitFP-RDKit::bit1914,0.0008055668
RDkitFP-RDKit::bit2040,0.00080539903
RDkitFP-RDKit::bit1038,0.0008045224
RDkitFP-RDKit::bit436,0.0007959082
RDkitFP-RDKit::bit1655,0.00079247763
RDkitFP-RDKit::bit1327,0.0007897507
RDkitFP-RDKit::bit1507,0.0007879063
RDkitFP-RDKit::bit1583,0.00078508595
RDkitFP-RDKit::bit786,0.00078310707
RDkitFP-RDKit::bit927,0.0007827599
RDkitFP-RDKit::bit1775,0.00078252045
RDkitFP-RDKit::bit766,0.0007822978
RDkitFP-RDKit::bit1515,0.00078204554
RDkitFP-RDKit::bit238,0.0007798703
RDkitFP-RDKit::bit597,0.00077854545
RDkitFP-RDKit::bit485,0.0007756045
RDkitFP-RDKit::bit1034,0.00077549287
RDkitFP-RDKit::bit1686,0.0007753489
RDkitFP-RDKit::bit1899,0.0007742781
RDkitFP-RDKit::bit739,0.0007722457
RDkitFP-RDKit::bit1628,0.00077150576
RDkitFP-RDKit::bit924,0.0007700315
RDKit2D::fr_Ar_OH,0.0007692224
xtb3::xtb_scc_energy_Eh,0.0007690553
RDkitFP-RDKit::bit1702,0.0007690445
RDkitFP-RDKit::bit693,0.00076872506
RDkitFP-RDKit::bit1787,0.0007673563
RDkitFP-RDKit::bit308,0.000767034
RDkitFP-RDKit::bit1284,0.0007666045
RDkitFP-RDKit::bit501,0.0007656763
RDkitFP-RDKit::bit1189,0.0007653664
RDkitFP-RDKit::bit363,0.000765207
RDkitFP-RDKit::bit1029,0.00076083746
RDkitFP-RDKit::bit1882,0.0007600083
RDkitFP-RDKit::bit757,0.0007592408
RDkitFP-RDKit::bit318,0.0007588449
RDkitFP-RDKit::bit777,0.00075578876
RDkitFP-RDKit::bit468,0.00075550965
RDkitFP-RDKit::bit966,0.00075546454
RDkitFP-RDKit::bit1578,0.0007530678
RDkitFP-RDKit::bit1290,0.00075290544
RDkitFP-RDKit::bit491,0.00075270404
RDkitFP-RDKit::bit1003,0.0007505805
RDkitFP-RDKit::bit1232,0.00075019564
RDkitFP-RDKit::bit1562,0.0007501343
RDkitFP-RDKit::bit815,0.00074975245
RDkitFP-RDKit::bit872,0.0007471714
RDkitFP-RDKit::bit1514,0.0007464635
RDkitFP-RDKit::bit717,0.00074628874
RDkitFP-RDKit::bit740,0.00074617524
RDkitFP-RDKit::bit481,0.00074555684
RDkitFP-RDKit::bit1368,0.00074499636
RDkitFP-RDKit::bit490,0.00074418803
RDkitFP-RDKit::bit1100,0.0007440945
RDkitFP-RDKit::bit1183,0.0007423936
RDkitFP-RDKit::bit134,0.0007406855
RDkitFP-RDKit::bit1900,0.0007398302
RDkitFP-RDKit::bit83,0.0007380795
RDkitFP-RDKit::bit1867,0.00073769304
RDkitFP-RDKit::bit1621,0.000736383
RDkitFP-RDKit::bit638,0.0007349934
RDkitFP-RDKit::bit113,0.0007344622
RDkitFP-RDKit::bit390,0.000733995
RDkitFP-RDKit::bit1910,0.00073308765
RDkitFP-RDKit::bit900,0.00073032535
RDkitFP-RDKit::bit610,0.00073015364
RDkitFP-RDKit::bit724,0.00072933343
RDkitFP-RDKit::bit1484,0.00072752195
RDkitFP-RDKit::bit498,0.0007269805
RDkitFP-RDKit::bit208,0.0007255396
RDkitFP-RDKit::bit500,0.0007247362
RDkitFP-RDKit::bit18,0.00072423526
RDkitFP-RDKit::bit1840,0.0007225918
RDkitFP-RDKit::bit581,0.000722333
RDkitFP-RDKit::bit1135,0.0007217285
RDkitFP-RDKit::bit965,0.00072128675
RDkitFP-RDKit::bit1881,0.00072097767
RDkitFP-RDKit::bit1580,0.0007202146
RDkitFP-RDKit::bit1709,0.0007195585
RDkitFP-RDKit::bit207,0.00071826705
RDkitFP-RDKit::bit1107,0.00071509153
RDkitFP-RDKit::bit911,0.0007145237
RDkitFP-RDKit::bit568,0.0007130265
RDkitFP-RDKit::bit215,0.0007127727
RDkitFP-RDKit::bit1935,0.0007126002
RDkitFP-RDKit::bit210,0.00071155495
RDkitFP-RDKit::bit291,0.0007114638
RDkitFP-RDKit::bit100,0.0007105362
RDkitFP-RDKit::bit236,0.0007104892
RDkitFP-RDKit::bit983,0.0007104493
RDkitFP-RDKit::bit1324,0.0007099856
RDkitFP-RDKit::bit1619,0.00070976454
RDkitFP-RDKit::bit1682,0.000709286
RDkitFP-RDKit::bit752,0.0007088889
RDkitFP-RDKit::bit1821,0.00070859934
RDkitFP-RDKit::bit149,0.00070845755
RDkitFP-RDKit::bit321,0.00070814474
RDkitFP-RDKit::bit394,0.0007063296
RDkitFP-RDKit::bit434,0.0007062441
RDkitFP-RDKit::bit790,0.0007043194
RDkitFP-RDKit::bit1192,0.0006999165
RDkitFP-RDKit::bit175,0.000699767
RDkitFP-RDKit::bit1643,0.00069959956
RDkitFP-RDKit::bit1235,0.00069915556
RDkitFP-RDKit::bit655,0.0006985487
RDkitFP-RDKit::bit62,0.0006984375
